"bill","policy","sponsor","cosponsors"
"S_1","International Affairs","Sen. Rubio, Marco [R-FL]","Sen. Gardner, Cory [R-CO]"
"S_1","International Affairs","Sen. Rubio, Marco [R-FL]","Sen. McConnell, Mitch [R-KY]"
"S_1","International Affairs","Sen. Rubio, Marco [R-FL]","Sen. Blunt, Roy [R-MO]"
"S_1","International Affairs","Sen. Rubio, Marco [R-FL]","Sen. Cramer, Kevin [R-ND]"
"S_1","International Affairs","Sen. Rubio, Marco [R-FL]","Sen. Cruz, Ted [R-TX]"
"S_1","International Affairs","Sen. Rubio, Marco [R-FL]","Sen. Wicker, Roger F. [R-MS]"
"S_1","International Affairs","Sen. Rubio, Marco [R-FL]","Sen. Risch, James E. [R-ID]"
"S_1","International Affairs","Sen. Rubio, Marco [R-FL]","Sen. Hyde-Smith, Cindy [R-MS]"
"S_1","International Affairs","Sen. Rubio, Marco [R-FL]","Sen. Collins, Susan M. [R-ME]"
"S_1","International Affairs","Sen. Rubio, Marco [R-FL]","Sen. Rounds, Mike  [R-SD]"
"S_1","International Affairs","Sen. Rubio, Marco [R-FL]","Sen. Roberts, Pat [R-KS]"
"S_1","International Affairs","Sen. Rubio, Marco [R-FL]","Sen. Inhofe, James M. [R-OK]"
"S_10","Environmental Protection","Sen. Rubio, Marco [R-FL]","Sen. Scott, Rick  [R-FL]"
"S_100","Public Lands and Natural Resources","Sen. Thune, John [R-SD]","Sen. Rounds, Mike  [R-SD]"
"S_1000","Taxation","Sen. Rubio, Marco [R-FL]","Sen. Scott, Rick  [R-FL]"
"S_1001","Native Americans","Sen. Thune, John [R-SD]","Sen. Rounds, Mike  [R-SD]"
"S_1002","Education","Sen. Merkley, Jeff [D-OR]","Sen. Stabenow, Debbie [D-MI]"
"S_1002","Education","Sen. Merkley, Jeff [D-OR]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1002","Education","Sen. Merkley, Jeff [D-OR]","Sen. Baldwin, Tammy [D-WI]"
"S_1002","Education","Sen. Merkley, Jeff [D-OR]","Sen. Blumenthal, Richard [D-CT]"
"S_1002","Education","Sen. Merkley, Jeff [D-OR]","Sen. Schatz, Brian [D-HI]"
"S_1002","Education","Sen. Merkley, Jeff [D-OR]","Sen. Cardin, Benjamin L. [D-MD]"
"S_1002","Education","Sen. Merkley, Jeff [D-OR]","Sen. Cortez Masto, Catherine  [D-NV]"
"S_1002","Education","Sen. Merkley, Jeff [D-OR]","Sen. Van Hollen, Chris [D-MD]"
"S_1002","Education","Sen. Merkley, Jeff [D-OR]","Sen. Wyden, Ron [D-OR]"
"S_1002","Education","Sen. Merkley, Jeff [D-OR]","Sen. Harris, Kamala D. [D-CA]"
"S_1003","Armed Forces and National Security","Sen. Rubio, Marco [R-FL]","Sen. Hassan, Margaret Wood [D-NH]"
"S_1003","Armed Forces and National Security","Sen. Rubio, Marco [R-FL]","Sen. Capito, Shelley Moore [R-WV]"
"S_1003","Armed Forces and National Security","Sen. Rubio, Marco [R-FL]","Sen. McSally, Martha [R-AZ]"
"S_1003","Armed Forces and National Security","Sen. Rubio, Marco [R-FL]","Sen. Cruz, Ted [R-TX]"
"S_1004","Immigration","Sen. Peters, Gary C. [D-MI]","Sen. Cornyn, John [R-TX]"
"S_1004","Immigration","Sen. Peters, Gary C. [D-MI]","Sen. Tester, Jon [D-MT]"
"S_1004","Immigration","Sen. Peters, Gary C. [D-MI]","Sen. Cassidy, Bill [R-LA]"
"S_1004","Immigration","Sen. Peters, Gary C. [D-MI]","Sen. Portman, Rob [R-OH]"
"S_1004","Immigration","Sen. Peters, Gary C. [D-MI]","Sen. Romney, Mitt  [R-UT]"
"S_1004","Immigration","Sen. Peters, Gary C. [D-MI]","Sen. Sinema, Kyrsten [D-AZ]"
"S_1004","Immigration","Sen. Peters, Gary C. [D-MI]","Sen. Hassan, Margaret Wood [D-NH]"
"S_1004","Immigration","Sen. Peters, Gary C. [D-MI]","Sen. Carper, Thomas R. [D-DE]"
"S_1004","Immigration","Sen. Peters, Gary C. [D-MI]","Sen. Casey, Robert P., Jr. [D-PA]"
"S_1004","Immigration","Sen. Peters, Gary C. [D-MI]","Sen. McSally, Martha [R-AZ]"
"S_1004","Immigration","Sen. Peters, Gary C. [D-MI]","Sen. King, Angus S., Jr. [I-ME]"
"S_1004","Immigration","Sen. Peters, Gary C. [D-MI]","Sen. Daines, Steve [R-MT]"
"S_1005","Finance and Financial Sector","Sen. Warren, Elizabeth [D-MA]","Sen. Warren, Elizabeth [D-MA]"
"S_1006","Finance and Financial Sector","Sen. Whitehouse, Sheldon [D-RI]","Sen. Reed, Jack [D-RI]"
"S_1006","Finance and Financial Sector","Sen. Whitehouse, Sheldon [D-RI]","Sen. Merkley, Jeff [D-OR]"
"S_1006","Finance and Financial Sector","Sen. Whitehouse, Sheldon [D-RI]","Sen. Warren, Elizabeth [D-MA]"
"S_1006","Finance and Financial Sector","Sen. Whitehouse, Sheldon [D-RI]","Sen. Sanders, Bernard [I-VT]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Warner, Mark R. [D-VA]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Collins, Susan M. [R-ME]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Blumenthal, Richard [D-CT]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Markey, Edward J. [D-MA]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Moran, Jerry [R-KS]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Feinstein, Dianne [D-CA]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Casey, Robert P., Jr. [D-PA]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Wyden, Ron [D-OR]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Daines, Steve [R-MT]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Toomey, Pat [R-PA]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. King, Angus S., Jr. [I-ME]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Sinema, Kyrsten [D-AZ]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Murphy, Christopher [D-CT]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Booker, Cory A. [D-NJ]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Harris, Kamala D. [D-CA]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Murray, Patty [D-WA]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Whitehouse, Sheldon [D-RI]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Duckworth, Tammy [D-IL]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Menendez, Robert [D-NJ]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Coons, Christopher A. [D-DE]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Baldwin, Tammy [D-WI]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Carper, Thomas R. [D-DE]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Kaine, Tim [D-VA]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Cortez Masto, Catherine  [D-NV]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Reed, Jack [D-RI]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. McSally, Martha [R-AZ]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Van Hollen, Chris [D-MD]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Hassan, Margaret Wood [D-NH]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Merkley, Jeff [D-OR]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Sanders, Bernard [I-VT]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Hirono, Mazie K. [D-HI]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Peters, Gary C. [D-MI]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Cardin, Benjamin L. [D-MD]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Warren, Elizabeth [D-MA]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Leahy, Patrick J. [D-VT]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Rosen, Jacky [D-NV]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Shaheen, Jeanne [D-NH]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Klobuchar, Amy [D-MN]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Udall, Tom [D-NM]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Cantwell, Maria [D-WA]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Bennet, Michael F. [D-CO]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Jones, Doug [D-AL]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Stabenow, Debbie [D-MI]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Smith, Tina  [D-MN]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Brown, Sherrod [D-OH]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Heinrich, Martin [D-NM]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Durbin, Richard J. [D-IL]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Kennedy, John [R-LA]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Schumer, Charles E. [D-NY]"
"S_1007","Animals","Sen. Crapo, Mike [R-ID]","Sen. Schatz, Brian [D-HI]"
"S_1008","Animals","Sen. Rubio, Marco [R-FL]","Sen. Whitehouse, Sheldon [D-RI]"
"S_1008","Animals","Sen. Rubio, Marco [R-FL]","Sen. Sullivan, Dan  [R-AK]"
"S_1008","Animals","Sen. Rubio, Marco [R-FL]","Sen. Murkowski, Lisa [R-AK]"
"S_1008","Animals","Sen. Rubio, Marco [R-FL]","Sen. Cassidy, Bill [R-LA]"
"S_1009","Health","Sen. Baldwin, Tammy [D-WI]","Sen. Cassidy, Bill [R-LA]"
"S_101","Public Lands and Natural Resources","Sen. King, Angus S., Jr. [I-ME]","Sen. Collins, Susan M. [R-ME]"
"S_1010","Crime and Law Enforcement","Sen. Warren, Elizabeth [D-MA]","Sen. Warren, Elizabeth [D-MA]"
"S_1011","Labor and Employment","Sen. Cotton, Tom [R-AR]","Sen. Young, Todd [R-IN]"
"S_1011","Labor and Employment","Sen. Cotton, Tom [R-AR]","Sen. Jones, Doug [D-AL]"
"S_1012","Health","Sen. Manchin, Joe, III [D-WV]","Sen. Capito, Shelley Moore [R-WV]"
"S_1012","Health","Sen. Manchin, Joe, III [D-WV]","Sen. Whitehouse, Sheldon [D-RI]"
"S_1012","Health","Sen. Manchin, Joe, III [D-WV]","Sen. Harris, Kamala D. [D-CA]"
"S_1012","Health","Sen. Manchin, Joe, III [D-WV]","Sen. Klobuchar, Amy [D-MN]"
"S_1012","Health","Sen. Manchin, Joe, III [D-WV]","Sen. Feinstein, Dianne [D-CA]"
"S_1012","Health","Sen. Manchin, Joe, III [D-WV]","Sen. King, Angus S., Jr. [I-ME]"
"S_1012","Health","Sen. Manchin, Joe, III [D-WV]","Sen. Tillis, Thom [R-NC]"
"S_1012","Health","Sen. Manchin, Joe, III [D-WV]","Sen. Collins, Susan M. [R-ME]"
"S_1012","Health","Sen. Manchin, Joe, III [D-WV]","Sen. Cassidy, Bill [R-LA]"
"S_1012","Health","Sen. Manchin, Joe, III [D-WV]","Sen. Cramer, Kevin [R-ND]"
"S_1012","Health","Sen. Manchin, Joe, III [D-WV]","Sen. Merkley, Jeff [D-OR]"
"S_1012","Health","Sen. Manchin, Joe, III [D-WV]","Sen. Rosen, Jacky [D-NV]"
"S_1012","Health","Sen. Manchin, Joe, III [D-WV]","Sen. Jones, Doug [D-AL]"
"S_1012","Health","Sen. Manchin, Joe, III [D-WV]","Sen. McSally, Martha [R-AZ]"
"S_1013","Health","Sen. Stabenow, Debbie [D-MI]","Sen. Capito, Shelley Moore [R-WV]"
"S_1013","Health","Sen. Stabenow, Debbie [D-MI]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1013","Health","Sen. Stabenow, Debbie [D-MI]","Sen. Murkowski, Lisa [R-AK]"
"S_1013","Health","Sen. Stabenow, Debbie [D-MI]","Sen. Sullivan, Dan  [R-AK]"
"S_1013","Health","Sen. Stabenow, Debbie [D-MI]","Sen. Peters, Gary C. [D-MI]"
"S_1014","Transportation and Public Works","Sen. Duckworth, Tammy [D-IL]","Sen. Inhofe, James M. [R-OK]"
"S_1014","Transportation and Public Works","Sen. Duckworth, Tammy [D-IL]","Sen. Durbin, Richard J. [D-IL]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Klobuchar, Amy [D-MN]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Roberts, Pat [R-KS]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Gardner, Cory [R-CO]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Crapo, Mike [R-ID]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Cornyn, John [R-TX]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Cramer, Kevin [R-ND]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Hoeven, John [R-ND]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Warren, Elizabeth [D-MA]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Markey, Edward J. [D-MA]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Smith, Tina  [D-MN]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Peters, Gary C. [D-MI]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Manchin, Joe, III [D-WV]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Sinema, Kyrsten [D-AZ]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Duckworth, Tammy [D-IL]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Brown, Sherrod [D-OH]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Blumenthal, Richard [D-CT]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Jones, Doug [D-AL]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Shaheen, Jeanne [D-NH]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Van Hollen, Chris [D-MD]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Hassan, Margaret Wood [D-NH]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Cardin, Benjamin L. [D-MD]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Rosen, Jacky [D-NV]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Baldwin, Tammy [D-WI]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Wyden, Ron [D-OR]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Merkley, Jeff [D-OR]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Cassidy, Bill [R-LA]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Coons, Christopher A. [D-DE]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Tester, Jon [D-MT]"
"S_1015","Government Operations and Politics","Sen. Burr, Richard [R-NC]","Sen. Booker, Cory A. [D-NJ]"
"S_1016","Health","Sen. Cotton, Tom [R-AR]","Sen. Boozman, John [R-AR]"
"S_1016","Health","Sen. Cotton, Tom [R-AR]","Sen. Blumenthal, Richard [D-CT]"
"S_1017","Social Welfare","Sen. Durbin, Richard J. [D-IL]","Sen. Kaine, Tim [D-VA]"
"S_1018","Taxation","Sen. Booker, Cory A. [D-NJ]","Sen. Young, Todd [R-IN]"
"S_1018","Taxation","Sen. Booker, Cory A. [D-NJ]","Sen. Jones, Doug [D-AL]"
"S_1018","Taxation","Sen. Booker, Cory A. [D-NJ]","Sen. Cotton, Tom [R-AR]"
"S_1019","Labor and Employment","Sen. Jones, Doug [D-AL]","Sen. Cotton, Tom [R-AR]"
"S_1019","Labor and Employment","Sen. Jones, Doug [D-AL]","Sen. Booker, Cory A. [D-NJ]"
"S_1019","Labor and Employment","Sen. Jones, Doug [D-AL]","Sen. Young, Todd [R-IN]"
"S_102","Health","Sen. Sanders, Bernard [I-VT]","Sen. Booker, Cory A. [D-NJ]"
"S_102","Health","Sen. Sanders, Bernard [I-VT]","Sen. Blumenthal, Richard [D-CT]"
"S_102","Health","Sen. Sanders, Bernard [I-VT]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_102","Health","Sen. Sanders, Bernard [I-VT]","Sen. Harris, Kamala D. [D-CA]"
"S_102","Health","Sen. Sanders, Bernard [I-VT]","Sen. Warren, Elizabeth [D-MA]"
"S_102","Health","Sen. Sanders, Bernard [I-VT]","Sen. Klobuchar, Amy [D-MN]"
"S_1020","Taxation","Sen. Young, Todd [R-IN]","Sen. Booker, Cory A. [D-NJ]"
"S_1020","Taxation","Sen. Young, Todd [R-IN]","Sen. Cotton, Tom [R-AR]"
"S_1020","Taxation","Sen. Young, Todd [R-IN]","Sen. Jones, Doug [D-AL]"
"S_1021","Transportation and Public Works","Sen. McConnell, Mitch [R-KY]","Sen. McConnell, Mitch [R-KY]"
"S_1022","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Feinstein, Dianne [D-CA]"
"S_1022","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Harris, Kamala D. [D-CA]"
"S_1022","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Warren, Elizabeth [D-MA]"
"S_1022","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Blumenthal, Richard [D-CT]"
"S_1022","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Van Hollen, Chris [D-MD]"
"S_1022","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Booker, Cory A. [D-NJ]"
"S_1022","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Menendez, Robert [D-NJ]"
"S_1022","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1022","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Merkley, Jeff [D-OR]"
"S_1022","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Wyden, Ron [D-OR]"
"S_1022","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Whitehouse, Sheldon [D-RI]"
"S_1022","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Reed, Jack [D-RI]"
"S_1022","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Sanders, Bernard [I-VT]"
"S_1022","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Leahy, Patrick J. [D-VT]"
"S_1022","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Bennet, Michael F. [D-CO]"
"S_1022","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Smith, Tina  [D-MN]"
"S_1022","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Klobuchar, Amy [D-MN]"
"S_1022","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Cardin, Benjamin L. [D-MD]"
"S_1023","Armed Forces and National Security","Sen. Stabenow, Debbie [D-MI]","Sen. Peters, Gary C. [D-MI]"
"S_1023","Armed Forces and National Security","Sen. Stabenow, Debbie [D-MI]","Sen. Casey, Robert P., Jr. [D-PA]"
"S_1024","Armed Forces and National Security","Sen. Stabenow, Debbie [D-MI]","Sen. Peters, Gary C. [D-MI]"
"S_1025","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Rubio, Marco [R-FL]"
"S_1025","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Durbin, Richard J. [D-IL]"
"S_1025","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Cruz, Ted [R-TX]"
"S_1025","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Cardin, Benjamin L. [D-MD]"
"S_1025","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Cornyn, John [R-TX]"
"S_1025","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Kaine, Tim [D-VA]"
"S_1025","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Young, Todd [R-IN]"
"S_1025","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Shaheen, Jeanne [D-NH]"
"S_1025","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Graham, Lindsey [R-SC]"
"S_1025","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Bennet, Michael F. [D-CO]"
"S_1025","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Barrasso, John [R-WY]"
"S_1025","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Coons, Christopher A. [D-DE]"
"S_1025","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Cassidy, Bill [R-LA]"
"S_1025","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Hawley, Josh  [R-MO]"
"S_1025","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1025","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Carper, Thomas R. [D-DE]"
"S_1025","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Gardner, Cory [R-CO]"
"S_1025","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Kennedy, John [R-LA]"
"S_1026","Taxation","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Whitehouse, Sheldon [D-RI]"
"S_1026","Taxation","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Smith, Tina  [D-MN]"
"S_1026","Taxation","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Stabenow, Debbie [D-MI]"
"S_1026","Taxation","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Menendez, Robert [D-NJ]"
"S_1026","Taxation","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Baldwin, Tammy [D-WI]"
"S_1026","Taxation","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Brown, Sherrod [D-OH]"
"S_1026","Taxation","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Cortez Masto, Catherine  [D-NV]"
"S_1026","Taxation","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1026","Taxation","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Murray, Patty [D-WA]"
"S_1026","Taxation","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Cardin, Benjamin L. [D-MD]"
"S_1026","Taxation","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Klobuchar, Amy [D-MN]"
"S_1026","Taxation","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Merkley, Jeff [D-OR]"
"S_1026","Taxation","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Schumer, Charles E. [D-NY]"
"S_1026","Taxation","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Van Hollen, Chris [D-MD]"
"S_1026","Taxation","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Bennet, Michael F. [D-CO]"
"S_1026","Taxation","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Sanders, Bernard [I-VT]"
"S_1027","Public Lands and Natural Resources","Sen. Baldwin, Tammy [D-WI]","Sen. Blumenthal, Richard [D-CT]"
"S_1027","Public Lands and Natural Resources","Sen. Baldwin, Tammy [D-WI]","Sen. Johnson, Ron [R-WI]"
"S_1027","Public Lands and Natural Resources","Sen. Baldwin, Tammy [D-WI]","Sen. Markey, Edward J. [D-MA]"
"S_1027","Public Lands and Natural Resources","Sen. Baldwin, Tammy [D-WI]","Sen. Murphy, Christopher [D-CT]"
"S_1027","Public Lands and Natural Resources","Sen. Baldwin, Tammy [D-WI]","Sen. Stabenow, Debbie [D-MI]"
"S_1027","Public Lands and Natural Resources","Sen. Baldwin, Tammy [D-WI]","Sen. Klobuchar, Amy [D-MN]"
"S_1027","Public Lands and Natural Resources","Sen. Baldwin, Tammy [D-WI]","Sen. Smith, Tina  [D-MN]"
"S_1027","Public Lands and Natural Resources","Sen. Baldwin, Tammy [D-WI]","Sen. Peters, Gary C. [D-MI]"
"S_1028","Crime and Law Enforcement","Sen. Warren, Elizabeth [D-MA]","Sen. Gardner, Cory [R-CO]"
"S_1028","Crime and Law Enforcement","Sen. Warren, Elizabeth [D-MA]","Sen. Bennet, Michael F. [D-CO]"
"S_1028","Crime and Law Enforcement","Sen. Warren, Elizabeth [D-MA]","Sen. Cortez Masto, Catherine  [D-NV]"
"S_1028","Crime and Law Enforcement","Sen. Warren, Elizabeth [D-MA]","Sen. Cramer, Kevin [R-ND]"
"S_1028","Crime and Law Enforcement","Sen. Warren, Elizabeth [D-MA]","Sen. Klobuchar, Amy [D-MN]"
"S_1028","Crime and Law Enforcement","Sen. Warren, Elizabeth [D-MA]","Sen. Murkowski, Lisa [R-AK]"
"S_1028","Crime and Law Enforcement","Sen. Warren, Elizabeth [D-MA]","Sen. Paul, Rand [R-KY]"
"S_1028","Crime and Law Enforcement","Sen. Warren, Elizabeth [D-MA]","Sen. Sullivan, Dan  [R-AK]"
"S_1028","Crime and Law Enforcement","Sen. Warren, Elizabeth [D-MA]","Sen. Wyden, Ron [D-OR]"
"S_1029","Crime and Law Enforcement","Sen. Cornyn, John [R-TX]","Sen. Feinstein, Dianne [D-CA]"
"S_1029","Crime and Law Enforcement","Sen. Cornyn, John [R-TX]","Sen. Warren, Elizabeth [D-MA]"
"S_1029","Crime and Law Enforcement","Sen. Cornyn, John [R-TX]","Sen. Blackburn, Marsha [R-TN]"
"S_1029","Crime and Law Enforcement","Sen. Cornyn, John [R-TX]","Sen. Ernst, Joni  [R-IA]"
"S_103","Law","Sen. Crapo, Mike [R-ID]","Sen. Risch, James E. [R-ID]"
"S_1030","Health","Sen. Cruz, Ted [R-TX]","Sen. Paul, Rand [R-KY]"
"S_1030","Health","Sen. Cruz, Ted [R-TX]","Sen. Lee, Mike [R-UT]"
"S_1031","Transportation and Public Works","Sen. Hawley, Josh  [R-MO]","Sen. Cotton, Tom [R-AR]"
"S_1031","Transportation and Public Works","Sen. Hawley, Josh  [R-MO]","Sen. Blunt, Roy [R-MO]"
"S_1031","Transportation and Public Works","Sen. Hawley, Josh  [R-MO]","Sen. Duckworth, Tammy [D-IL]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Smith, Tina  [D-MN]"
"S_1032","Taxation","Sen. Portman, Rob [R-OH]","Sen. Ernst, Joni  [R-IA]"
