"bill","policy","sponsor","cosponsors"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Wyden, Ron [D-OR]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Klobuchar, Amy [D-MN]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. King, Angus S., Jr. [I-ME]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Isakson, Johnny [R-GA]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Baldwin, Tammy [D-WI]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Crapo, Mike [R-ID]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Blumenthal, Richard [D-CT]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Burr, Richard [R-NC]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Tester, Jon [D-MT]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Daines, Steve [R-MT]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Murray, Patty [D-WA]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Cornyn, John [R-TX]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Sinema, Kyrsten [D-AZ]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Roberts, Pat [R-KS]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Cotton, Tom [R-AR]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Brown, Sherrod [D-OH]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Johnson, Ron [R-WI]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Bennet, Michael F. [D-CO]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Scott, Tim [R-SC]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Casey, Robert P., Jr. [D-PA]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Cortez Masto, Catherine  [D-NV]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Hassan, Margaret Wood [D-NH]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Menendez, Robert [D-NJ]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Peters, Gary C. [D-MI]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Hoeven, John [R-ND]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Shaheen, Jeanne [D-NH]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Carper, Thomas R. [D-DE]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Young, Todd [R-IN]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Tillis, Thom [R-NC]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Collins, Susan M. [R-ME]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Boozman, John [R-AR]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. McSally, Martha [R-AZ]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Gardner, Cory [R-CO]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Kennedy, John [R-LA]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Fischer, Deb [R-NE]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Wicker, Roger F. [R-MS]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Booker, Cory A. [D-NJ]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Cantwell, Maria [D-WA]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Warren, Elizabeth [D-MA]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Kaine, Tim [D-VA]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Ernst, Joni  [R-IA]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Thune, John [R-SD]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Cruz, Ted [R-TX]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Coons, Christopher A. [D-DE]"
"S_1371","Environmental Protection","Sen. Merkley, Jeff [D-OR]","Sen. Hirono, Mazie K. [D-HI]"
"S_1372","Environmental Protection","Sen. Stabenow, Debbie [D-MI]","Sen. Rubio, Marco [R-FL]"
"S_1372","Environmental Protection","Sen. Stabenow, Debbie [D-MI]","Sen. Carper, Thomas R. [D-DE]"
"S_1372","Environmental Protection","Sen. Stabenow, Debbie [D-MI]","Sen. Tillis, Thom [R-NC]"
"S_1372","Environmental Protection","Sen. Stabenow, Debbie [D-MI]","Sen. Shaheen, Jeanne [D-NH]"
"S_1372","Environmental Protection","Sen. Stabenow, Debbie [D-MI]","Sen. Burr, Richard [R-NC]"
"S_1372","Environmental Protection","Sen. Stabenow, Debbie [D-MI]","Sen. Peters, Gary C. [D-MI]"
"S_1372","Environmental Protection","Sen. Stabenow, Debbie [D-MI]","Sen. Hassan, Margaret Wood [D-NH]"
"S_1372","Environmental Protection","Sen. Stabenow, Debbie [D-MI]","Sen. Baldwin, Tammy [D-WI]"
"S_1372","Environmental Protection","Sen. Stabenow, Debbie [D-MI]","Sen. Cantwell, Maria [D-WA]"
"S_1372","Environmental Protection","Sen. Stabenow, Debbie [D-MI]","Sen. Manchin, Joe, III [D-WV]"
"S_1373","Government Operations and Politics","Sen. Cassidy, Bill [R-LA]","Sen. Baldwin, Tammy [D-WI]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Murphy, Christopher [D-CT]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Hassan, Margaret Wood [D-NH]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Rounds, Mike  [R-SD]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Shaheen, Jeanne [D-NH]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Blunt, Roy [R-MO]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Capito, Shelley Moore [R-WV]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Harris, Kamala D. [D-CA]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. King, Angus S., Jr. [I-ME]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Warren, Elizabeth [D-MA]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Markey, Edward J. [D-MA]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Blumenthal, Richard [D-CT]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Smith, Tina  [D-MN]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Van Hollen, Chris [D-MD]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Sinema, Kyrsten [D-AZ]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Klobuchar, Amy [D-MN]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Ernst, Joni  [R-IA]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Merkley, Jeff [D-OR]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Collins, Susan M. [R-ME]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Feinstein, Dianne [D-CA]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Tester, Jon [D-MT]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Coons, Christopher A. [D-DE]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Jones, Doug [D-AL]"
"S_1374","Social Welfare","Sen. McSally, Martha [R-AZ]","Sen. Booker, Cory A. [D-NJ]"
"S_1375","Health","Sen. Merkley, Jeff [D-OR]","Sen. Merkley, Jeff [D-OR]"
"S_1376","Social Welfare","Sen. Brown, Sherrod [D-OH]","Sen. Stabenow, Debbie [D-MI]"
"S_1376","Social Welfare","Sen. Brown, Sherrod [D-OH]","Sen. Klobuchar, Amy [D-MN]"
"S_1376","Social Welfare","Sen. Brown, Sherrod [D-OH]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1376","Social Welfare","Sen. Brown, Sherrod [D-OH]","Sen. Harris, Kamala D. [D-CA]"
"S_1376","Social Welfare","Sen. Brown, Sherrod [D-OH]","Sen. Merkley, Jeff [D-OR]"
"S_1377","Crime and Law Enforcement","Sen. Harris, Kamala D. [D-CA]","Sen. Harris, Kamala D. [D-CA]"
"S_1378","Health","Sen. Johnson, Ron [R-WI]","Sen. Barrasso, John [R-WY]"
"S_1378","Health","Sen. Johnson, Ron [R-WI]","Sen. Braun, Mike  [R-IN]"
"S_1378","Health","Sen. Johnson, Ron [R-WI]","Sen. Wicker, Roger F. [R-MS]"
"S_1378","Health","Sen. Johnson, Ron [R-WI]","Sen. Lee, Mike [R-UT]"
"S_1378","Health","Sen. Johnson, Ron [R-WI]","Sen. Alexander, Lamar [R-TN]"
"S_1378","Health","Sen. Johnson, Ron [R-WI]","Sen. Enzi, Michael B. [R-WY]"
"S_1378","Health","Sen. Johnson, Ron [R-WI]","Sen. Cramer, Kevin [R-ND]"
"S_1378","Health","Sen. Johnson, Ron [R-WI]","Sen. Paul, Rand [R-KY]"
"S_1379","Health","Sen. Burr, Richard [R-NC]","Sen. Casey, Robert P., Jr. [D-PA]"
"S_1379","Health","Sen. Burr, Richard [R-NC]","Sen. Alexander, Lamar [R-TN]"
"S_1379","Health","Sen. Burr, Richard [R-NC]","Sen. Murray, Patty [D-WA]"
"S_138","Public Lands and Natural Resources","Sen. Alexander, Lamar [R-TN]","Sen. Blackburn, Marsha [R-TN]"
"S_1380","Crime and Law Enforcement","Sen. Sullivan, Dan  [R-AK]","Sen. Durbin, Richard J. [D-IL]"
"S_1380","Crime and Law Enforcement","Sen. Sullivan, Dan  [R-AK]","Sen. Lee, Mike [R-UT]"
"S_1380","Crime and Law Enforcement","Sen. Sullivan, Dan  [R-AK]","Sen. Booker, Cory A. [D-NJ]"
"S_1380","Crime and Law Enforcement","Sen. Sullivan, Dan  [R-AK]","Sen. Cornyn, John [R-TX]"
"S_1380","Crime and Law Enforcement","Sen. Sullivan, Dan  [R-AK]","Sen. Whitehouse, Sheldon [D-RI]"
"S_1380","Crime and Law Enforcement","Sen. Sullivan, Dan  [R-AK]","Sen. Paul, Rand [R-KY]"
"S_1381","Armed Forces and National Security","Sen. Boozman, John [R-AR]","Sen. Tester, Jon [D-MT]"
"S_1381","Armed Forces and National Security","Sen. Boozman, John [R-AR]","Sen. Stabenow, Debbie [D-MI]"
"S_1381","Armed Forces and National Security","Sen. Boozman, John [R-AR]","Sen. Rosen, Jacky [D-NV]"
"S_1381","Armed Forces and National Security","Sen. Boozman, John [R-AR]","Sen. Murkowski, Lisa [R-AK]"
"S_1381","Armed Forces and National Security","Sen. Boozman, John [R-AR]","Sen. Wyden, Ron [D-OR]"
"S_1381","Armed Forces and National Security","Sen. Boozman, John [R-AR]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1381","Armed Forces and National Security","Sen. Boozman, John [R-AR]","Sen. Brown, Sherrod [D-OH]"
"S_1381","Armed Forces and National Security","Sen. Boozman, John [R-AR]","Sen. Warren, Elizabeth [D-MA]"
"S_1381","Armed Forces and National Security","Sen. Boozman, John [R-AR]","Sen. Leahy, Patrick J. [D-VT]"
"S_1381","Armed Forces and National Security","Sen. Boozman, John [R-AR]","Sen. Portman, Rob [R-OH]"
"S_1381","Armed Forces and National Security","Sen. Boozman, John [R-AR]","Sen. Shaheen, Jeanne [D-NH]"
"S_1381","Armed Forces and National Security","Sen. Boozman, John [R-AR]","Sen. Markey, Edward J. [D-MA]"
"S_1381","Armed Forces and National Security","Sen. Boozman, John [R-AR]","Sen. Peters, Gary C. [D-MI]"
"S_1381","Armed Forces and National Security","Sen. Boozman, John [R-AR]","Sen. Baldwin, Tammy [D-WI]"
"S_1381","Armed Forces and National Security","Sen. Boozman, John [R-AR]","Sen. Hassan, Margaret Wood [D-NH]"
"S_1381","Armed Forces and National Security","Sen. Boozman, John [R-AR]","Sen. Braun, Mike  [R-IN]"
"S_1382","Public Lands and Natural Resources","Sen. Murray, Patty [D-WA]","Sen. Murray, Patty [D-WA]"
"S_1383","Armed Forces and National Security","Sen. Cotton, Tom [R-AR]","Sen. Shaheen, Jeanne [D-NH]"
"S_1383","Armed Forces and National Security","Sen. Cotton, Tom [R-AR]","Sen. McSally, Martha [R-AZ]"
"S_1383","Armed Forces and National Security","Sen. Cotton, Tom [R-AR]","Sen. Perdue, David [R-GA]"
"S_1383","Armed Forces and National Security","Sen. Cotton, Tom [R-AR]","Sen. Rosen, Jacky [D-NV]"
"S_1383","Armed Forces and National Security","Sen. Cotton, Tom [R-AR]","Sen. Kennedy, John [R-LA]"
"S_1384","Health","Sen. Romney, Mitt  [R-UT]","Sen. Braun, Mike  [R-IN]"
"S_1384","Health","Sen. Romney, Mitt  [R-UT]","Sen. Blackburn, Marsha [R-TN]"
"S_1385","Government Operations and Politics","Sen. Kennedy, John [R-LA]","Sen. Braun, Mike  [R-IN]"
"S_1386","Public Lands and Natural Resources","Sen. Udall, Tom [D-NM]","Sen. Bennet, Michael F. [D-CO]"
"S_1386","Public Lands and Natural Resources","Sen. Udall, Tom [D-NM]","Sen. Heinrich, Martin [D-NM]"
"S_1386","Public Lands and Natural Resources","Sen. Udall, Tom [D-NM]","Sen. Markey, Edward J. [D-MA]"
"S_1386","Public Lands and Natural Resources","Sen. Udall, Tom [D-NM]","Sen. Wyden, Ron [D-OR]"
"S_1386","Public Lands and Natural Resources","Sen. Udall, Tom [D-NM]","Sen. Merkley, Jeff [D-OR]"
"S_1386","Public Lands and Natural Resources","Sen. Udall, Tom [D-NM]","Sen. Booker, Cory A. [D-NJ]"
"S_1386","Public Lands and Natural Resources","Sen. Udall, Tom [D-NM]","Sen. Harris, Kamala D. [D-CA]"
"S_1386","Public Lands and Natural Resources","Sen. Udall, Tom [D-NM]","Sen. Feinstein, Dianne [D-CA]"
"S_1387","Education","Sen. Braun, Mike  [R-IN]","Sen. Sinema, Kyrsten [D-AZ]"
"S_1388","Government Operations and Politics","Sen. Peters, Gary C. [D-MI]","Sen. Johnson, Ron [R-WI]"
"S_1388","Government Operations and Politics","Sen. Peters, Gary C. [D-MI]","Sen. Hassan, Margaret Wood [D-NH]"
"S_1389","Finance and Financial Sector","Sen. Sanders, Bernard [I-VT]","Sen. Whitehouse, Sheldon [D-RI]"
"S_139","Transportation and Public Works","Sen. Alexander, Lamar [R-TN]","Sen. Blackburn, Marsha [R-TN]"
"S_1390","Armed Forces and National Security","Sen. Sullivan, Dan  [R-AK]","Sen. Blumenthal, Richard [D-CT]"
"S_1390","Armed Forces and National Security","Sen. Sullivan, Dan  [R-AK]","Sen. Duckworth, Tammy [D-IL]"
"S_1390","Armed Forces and National Security","Sen. Sullivan, Dan  [R-AK]","Sen. Murkowski, Lisa [R-AK]"
"S_1390","Armed Forces and National Security","Sen. Sullivan, Dan  [R-AK]","Sen. Daines, Steve [R-MT]"
"S_1391","Health","Sen. Baldwin, Tammy [D-WI]","Sen. Braun, Mike  [R-IN]"
"S_1391","Health","Sen. Baldwin, Tammy [D-WI]","Sen. Murkowski, Lisa [R-AK]"
"S_1391","Health","Sen. Baldwin, Tammy [D-WI]","Sen. Smith, Tina  [D-MN]"
"S_1391","Health","Sen. Baldwin, Tammy [D-WI]","Sen. King, Angus S., Jr. [I-ME]"
"S_1391","Health","Sen. Baldwin, Tammy [D-WI]","Sen. Hoeven, John [R-ND]"
"S_1391","Health","Sen. Baldwin, Tammy [D-WI]","Sen. Cramer, Kevin [R-ND]"
"S_1391","Health","Sen. Baldwin, Tammy [D-WI]","Sen. Brown, Sherrod [D-OH]"
"S_1392","Armed Forces and National Security","Sen. Sullivan, Dan  [R-AK]","Sen. Tester, Jon [D-MT]"
"S_1392","Armed Forces and National Security","Sen. Sullivan, Dan  [R-AK]","Sen. McSally, Martha [R-AZ]"
"S_1392","Armed Forces and National Security","Sen. Sullivan, Dan  [R-AK]","Sen. Fischer, Deb [R-NE]"
"S_1392","Armed Forces and National Security","Sen. Sullivan, Dan  [R-AK]","Sen. Sinema, Kyrsten [D-AZ]"
"S_1392","Armed Forces and National Security","Sen. Sullivan, Dan  [R-AK]","Sen. Baldwin, Tammy [D-WI]"
"S_1392","Armed Forces and National Security","Sen. Sullivan, Dan  [R-AK]","Sen. Jones, Doug [D-AL]"
"S_1392","Armed Forces and National Security","Sen. Sullivan, Dan  [R-AK]","Sen. Reed, Jack [D-RI]"
"S_1392","Armed Forces and National Security","Sen. Sullivan, Dan  [R-AK]","Sen. Hassan, Margaret Wood [D-NH]"
"S_1392","Armed Forces and National Security","Sen. Sullivan, Dan  [R-AK]","Sen. Klobuchar, Amy [D-MN]"
"S_1393","Congress","Sen. Merkley, Jeff [D-OR]","Sen. Brown, Sherrod [D-OH]"
"S_1394","Labor and Employment","Sen. Baldwin, Tammy [D-WI]","Sen. Klobuchar, Amy [D-MN]"
"S_1394","Labor and Employment","Sen. Baldwin, Tammy [D-WI]","Sen. Murray, Patty [D-WA]"
"S_1394","Labor and Employment","Sen. Baldwin, Tammy [D-WI]","Sen. Stabenow, Debbie [D-MI]"
"S_1394","Labor and Employment","Sen. Baldwin, Tammy [D-WI]","Sen. Hirono, Mazie K. [D-HI]"
"S_1394","Labor and Employment","Sen. Baldwin, Tammy [D-WI]","Sen. Van Hollen, Chris [D-MD]"
"S_1394","Labor and Employment","Sen. Baldwin, Tammy [D-WI]","Sen. Wyden, Ron [D-OR]"
"S_1394","Labor and Employment","Sen. Baldwin, Tammy [D-WI]","Sen. Murphy, Christopher [D-CT]"
"S_1394","Labor and Employment","Sen. Baldwin, Tammy [D-WI]","Sen. Brown, Sherrod [D-OH]"
"S_1394","Labor and Employment","Sen. Baldwin, Tammy [D-WI]","Sen. Cantwell, Maria [D-WA]"
"S_1394","Labor and Employment","Sen. Baldwin, Tammy [D-WI]","Sen. Blumenthal, Richard [D-CT]"
"S_1394","Labor and Employment","Sen. Baldwin, Tammy [D-WI]","Sen. Durbin, Richard J. [D-IL]"
"S_1394","Labor and Employment","Sen. Baldwin, Tammy [D-WI]","Sen. Collins, Susan M. [R-ME]"
"S_1394","Labor and Employment","Sen. Baldwin, Tammy [D-WI]","Sen. Menendez, Robert [D-NJ]"
"S_1394","Labor and Employment","Sen. Baldwin, Tammy [D-WI]","Sen. Murkowski, Lisa [R-AK]"
"S_1394","Labor and Employment","Sen. Baldwin, Tammy [D-WI]","Sen. Cardin, Benjamin L. [D-MD]"
"S_1394","Labor and Employment","Sen. Baldwin, Tammy [D-WI]","Sen. Reed, Jack [D-RI]"
"S_1394","Labor and Employment","Sen. Baldwin, Tammy [D-WI]","Sen. King, Angus S., Jr. [I-ME]"
"S_1394","Labor and Employment","Sen. Baldwin, Tammy [D-WI]","Sen. Whitehouse, Sheldon [D-RI]"
"S_1394","Labor and Employment","Sen. Baldwin, Tammy [D-WI]","Sen. Peters, Gary C. [D-MI]"
"S_1395","Crime and Law Enforcement","Sen. Feinstein, Dianne [D-CA]","Sen. Blumenthal, Richard [D-CT]"
"S_1395","Crime and Law Enforcement","Sen. Feinstein, Dianne [D-CA]","Sen. Casey, Robert P., Jr. [D-PA]"
"S_1395","Crime and Law Enforcement","Sen. Feinstein, Dianne [D-CA]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1395","Crime and Law Enforcement","Sen. Feinstein, Dianne [D-CA]","Sen. Klobuchar, Amy [D-MN]"
"S_1396","Taxation","Sen. Stabenow, Debbie [D-MI]","Sen. Boozman, John [R-AR]"
"S_1396","Taxation","Sen. Stabenow, Debbie [D-MI]","Sen. Carper, Thomas R. [D-DE]"
"S_1396","Taxation","Sen. Stabenow, Debbie [D-MI]","Sen. Isakson, Johnny [R-GA]"
"S_1396","Taxation","Sen. Stabenow, Debbie [D-MI]","Sen. Baldwin, Tammy [D-WI]"
"S_1396","Taxation","Sen. Stabenow, Debbie [D-MI]","Sen. Cassidy, Bill [R-LA]"
"S_1397","Government Operations and Politics","Sen. Klobuchar, Amy [D-MN]","Sen. Feinstein, Dianne [D-CA]"
"S_1397","Government Operations and Politics","Sen. Klobuchar, Amy [D-MN]","Sen. King, Angus S., Jr. [I-ME]"
"S_1397","Government Operations and Politics","Sen. Klobuchar, Amy [D-MN]","Sen. Brown, Sherrod [D-OH]"
"S_1397","Government Operations and Politics","Sen. Klobuchar, Amy [D-MN]","Sen. Udall, Tom [D-NM]"
"S_1397","Government Operations and Politics","Sen. Klobuchar, Amy [D-MN]","Sen. Merkley, Jeff [D-OR]"
"S_1397","Government Operations and Politics","Sen. Klobuchar, Amy [D-MN]","Sen. Wyden, Ron [D-OR]"
"S_1397","Government Operations and Politics","Sen. Klobuchar, Amy [D-MN]","Sen. Bennet, Michael F. [D-CO]"
"S_1397","Government Operations and Politics","Sen. Klobuchar, Amy [D-MN]","Sen. Smith, Tina  [D-MN]"
"S_1397","Government Operations and Politics","Sen. Klobuchar, Amy [D-MN]","Sen. Blumenthal, Richard [D-CT]"
"S_1397","Government Operations and Politics","Sen. Klobuchar, Amy [D-MN]","Sen. Booker, Cory A. [D-NJ]"
"S_1398","Science, Technology, Communications","Sen. Cantwell, Maria [D-WA]","Sen. Cardin, Benjamin L. [D-MD]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Burr, Richard [R-NC]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Baldwin, Tammy [D-WI]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Blackburn, Marsha [R-TN]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Jones, Doug [D-AL]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Collins, Susan M. [R-ME]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Murray, Patty [D-WA]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Coons, Christopher A. [D-DE]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Klobuchar, Amy [D-MN]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Whitehouse, Sheldon [D-RI]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Sinema, Kyrsten [D-AZ]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Blumenthal, Richard [D-CT]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Stabenow, Debbie [D-MI]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Leahy, Patrick J. [D-VT]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. McSally, Martha [R-AZ]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Tester, Jon [D-MT]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Carper, Thomas R. [D-DE]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Grassley, Chuck [R-IA]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Young, Todd [R-IN]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Duckworth, Tammy [D-IL]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Menendez, Robert [D-NJ]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Shaheen, Jeanne [D-NH]"
"S_1399","Health","Sen. Merkley, Jeff [D-OR]","Sen. Van Hollen, Chris [D-MD]"
"S_14","Law","Sen. Rubio, Marco [R-FL]","Sen. Rubio, Marco [R-FL]"
"S_140","Public Lands and Natural Resources","Sen. Alexander, Lamar [R-TN]","Sen. Blackburn, Marsha [R-TN]"
"S_1400","Health","Sen. Menendez, Robert [D-NJ]","Sen. Casey, Robert P., Jr. [D-PA]"
"S_1400","Health","Sen. Menendez, Robert [D-NJ]","Sen. Booker, Cory A. [D-NJ]"
"S_1401","Labor and Employment","Sen. Duckworth, Tammy [D-IL]","Sen. Durbin, Richard J. [D-IL]"
"S_1401","Labor and Employment","Sen. Duckworth, Tammy [D-IL]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1401","Labor and Employment","Sen. Duckworth, Tammy [D-IL]","Sen. Coons, Christopher A. [D-DE]"
"S_1402","Labor and Employment","Sen. Duckworth, Tammy [D-IL]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1402","Labor and Employment","Sen. Duckworth, Tammy [D-IL]","Sen. Heinrich, Martin [D-NM]"
"S_1403","Education","Sen. Duckworth, Tammy [D-IL]","Sen. Casey, Robert P., Jr. [D-PA]"
"S_1403","Education","Sen. Duckworth, Tammy [D-IL]","Sen. Durbin, Richard J. [D-IL]"
"S_1403","Education","Sen. Duckworth, Tammy [D-IL]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1403","Education","Sen. Duckworth, Tammy [D-IL]","Sen. Van Hollen, Chris [D-MD]"
"S_1403","Education","Sen. Duckworth, Tammy [D-IL]","Sen. Merkley, Jeff [D-OR]"
"S_1403","Education","Sen. Duckworth, Tammy [D-IL]","Sen. Blumenthal, Richard [D-CT]"
"S_1403","Education","Sen. Duckworth, Tammy [D-IL]","Sen. Rosen, Jacky [D-NV]"
"S_1403","Education","Sen. Duckworth, Tammy [D-IL]","Sen. Cardin, Benjamin L. [D-MD]"
"S_1403","Education","Sen. Duckworth, Tammy [D-IL]","Sen. Heinrich, Martin [D-NM]"
"S_1404","Health","Sen. Duckworth, Tammy [D-IL]","Sen. Casey, Robert P., Jr. [D-PA]"
"S_1404","Health","Sen. Duckworth, Tammy [D-IL]","Sen. Durbin, Richard J. [D-IL]"
"S_1404","Health","Sen. Duckworth, Tammy [D-IL]","Sen. Sanders, Bernard [I-VT]"
"S_1405","Taxation","Sen. Daines, Steve [R-MT]","Sen. Cramer, Kevin [R-ND]"
